1000,3000,2835481.096000,20886.290134,9302.138672,41352.100586,90867.169189,200125.910645,382294.294189,37546.367355,10994.986509,9791.373535,16658.534912,20410.941406,30065.408203,34664.592041,4946.150806,63661.222437,42859.060303,138695.340332,151922.631104,181464.031494,209180.604004,48339.633269,86859.860305,53937.651611,203626.090088,257522.313232,303945.136230,306943.616699,77505.077489,165126.475035,107612.189453,370542.331543,373789.273926,382294.294189,382294.294189,116326.772133,5690.866893,5428.420654,7900.189941,9223.430908,11198.200439,16422.269775,1786.560864,13468.427144,12272.562500,20933.520264,26214.345947,38473.983643,56038.727783,6542.250815,41068.012786,27712.058350,93404.214355,117345.327148,169941.980713,173300.299805,36111.011550,8059.231601,7754.658203,11309.853027,12141.992676,15382.404785,15714.779297,2418.999404
1053,3000,2984971.393000,20642.546890,9415.260742,43197.929688,86773.133057,201767.785889,369491.040527,36464.894688,10894.494131,10015.255127,17278.083496,20615.716553,26321.363525,40295.218506,4945.726208,70478.549364,48994.025391,160380.627197,188167.844971,290758.212402,291763.374756,60254.385238,81022.839579,54301.980713,186147.656738,223126.396973,270474.939941,272177.995850,68388.515589,155396.547985,102059.653564,350876.494385,368213.203857,369491.040527,369491.040527,115218.035187,5890.071326,5550.485596,8656.546875,9607.559326,14123.537354,18877.786377,2223.729945,14065.107788,12310.916992,23570.734619,30634.864502,41265.640137,47576.395264,7549.428223,35360.780530,29094.118652,68462.842773,94131.513184,107022.281982,123990.040283,25107.849411,8430.843157,7983.505615,12236.008057,15390.086182,21019.719971,21830.958496,3162.079126
1111,3000,3146965.289000,17116.006907,8948.207764,34240.656982,60358.049316,147758.184570,351878.815918,28305.645553,10426.322550,9300.596436,16587.099854,18749.839111,34464.503174,46400.837402,5226.274475,51207.119097,34788.892334,115133.552734,129044.601074,160513.557617,160634.185303,41022.891542,61402.793425,42687.839111,141788.933594,196181.456055,222298.749268,243303.382812,53793.381084,132398.554814,87494.328369,329816.016602,350294.531738,351878.815918,351878.815918,106647.994458,5597.410668,5296.423828,7918.688721,9067.789062,12483.982178,13215.381592,1935.232354,12344.597113,11390.319824,18999.155273,21642.139160,32368.558838,58880.196777,6225.385970,29119.720351,22115.959961,56482.747314,72932.838135,105613.621826,121548.288574,20395.067648,7848.423405,7627.269287,10978.775635,12642.361084,14062.639160,17039.533691,2423.777817
1176,3000,3328374.186000,15369.728896,8524.991699,29153.489990,50494.980957,125262.712646,347720.762939,25180.238044,9838.214107,9078.837158,15583.913086,18325.911621,25813.812500,32047.831299,4653.329304,42380.458511,30582.353027,94088.206299,110827.992432,174968.854004,189063.959473,35064.228660,53584.415890,32575.683105,116802.000977,188718.593994,223178.196777,225464.810059,50223.127832,120168.304617,79446.219238,298549.070068,335031.643555,347720.762939,347720.762939,100527.483490,5266.854023,5082.054443,7447.406250,8592.986572,11093.720459,14009.193604,1795.395892,11510.983783,10810.229004,17695.440918,20011.196289,26061.559082,44174.079834,5296.125382,26068.936396,20872.701416,49011.052979,54998.208740,85739.442139,119034.634766,17975.671735,7584.837041,7431.123047,10480.217529,11742.333740,14366.529053,15483.051270,2347.821095
1250,3000,3535260.974000,13568.053110,8166.122070,25058.940674,41688.125488,95316.532227,292375.894775,20709.343912,9342.195395,8599.697021,14867.473633,17978.113770,24997.731934,34456.328125,4616.215591,34640.194943,25934.587646,77401.726318,91327.758301,107325.596680,114440.437500,25605.957949,43606.755639,26835.790283,90552.104980,157933.432617,192229.929688,193105.023926,41616.669963,105133.356808,67438.071777,275856.458252,291901.742188,292375.894775,292375.894775,88561.683009,5190.751168,4980.670654,7707.569092,8484.399414,10961.365234,12821.737061,1902.621752,10710.227486,10430.734131,16323.855713,19271.521240,24700.046143,43602.484375,4838.249845,21766.541215,18088.513672,41632.541016,49615.058838,65712.643555,71709.282471,13217.558699,7438.928020,7372.999756,10378.963867,11037.536621,13430.141846,17195.214600,2375.998504
1333,3000,3768322.954000,12418.624237,7757.840576,23432.527100,37685.584961,83153.439941,260702.892334,17794.309299,8978.909869,8265.509766,14782.145020,17085.978760,27160.778564,48251.904541,4989.716134,30007.487099,23256.854492,59654.843506,79574.668701,96457.365234,97756.397949,21019.679760,38362.906663,25554.818848,71593.814453,136158.235352,172721.507080,174691.590820,36518.781127,87884.036038,58263.250977,252643.959717,259428.758545,260702.892334,260702.892334,75770.192277,5002.527629,4784.698242,7508.322266,8265.948730,10726.522705,13261.199707,1903.870659,10190.196798,9917.571777,16198.126953,19478.255859,24247.476562,29608.822998,4818.235163,19915.558777,16515.592285,38342.065674,44400.203857,60747.374512,84977.108887,12331.791017,7167.132648,7011.294678,10218.950195,11301.998291,13197.271484,15849.901855,2338.675781
1429,3000,4037404.497000,10970.168099,7281.129639,20119.225586,32131.980225,68562.067139,245707.752197,13829.982392,8247.746430,7795.318115,13532.583252,16000.817139,19046.400146,26498.045166,3970.896576,25918.342577,20418.895264,52865.064209,68562.067139,80307.937256,83262.822754,17908.838927,29591.477868,22537.866211,62265.710449,72193.719482,108775.110840,109674.291260,21360.120656,74256.901115,47366.732178,179812.594727,231728.510498,245707.752197,245707.752197,62668.709177,4792.832619,4616.090820,7308.828613,8243.498535,10107.469482,16138.155273,1930.606688,9305.661291,9081.692139,14933.031982,17058.123291,21025.331055,23059.300049,4316.245091,17674.728867,15299.193848,34379.396484,39062.664551,44597.879395,51893.935059,9823.789375,6865.531949,6670.419922,10329.501221,11190.373779,12282.925781,13257.016113,2345.796791
1538,3000,4342953.014000,10006.528605,6965.226562,18503.530762,28462.950195,56519.878906,165258.486084,11095.026265,7728.715847,7350.737549,12647.593994,13935.116211,17394.783691,21001.329834,3671.745899,22881.584274,18083.214600,45519.513428,56298.685303,69723.004883,70487.196045,14900.570285,26068.561429,20518.941162,54023.978516,67276.755615,84278.585205,88349.871826,17353.174807,60070.375835,41817.277832,132084.555420,157727.660156,165258.486084,165258.486084,41635.648449,4649.570098,4393.889648,7281.531982,8234.329102,9795.820068,12813.491455,1957.783052,8831.949846,8591.642822,14549.463623,16954.466553,19554.231689,23426.227783,4219.520106,15723.007768,14119.222168,27499.461426,31597.928223,36662.785400,43994.458496,7960.638231,6464.258872,6520.665527,9222.639404,10504.561279,12135.223633,12792.474121,2141.235788
1667,3000,4704276.414000,9086.796835,6542.565186,16906.725098,24946.424805,48056.450439,139507.981201,9026.329525,7317.609861,6743.255615,12487.836914,14735.437988,17426.414062,19218.209473,3670.110146,19755.800696,15531.641846,33984.784180,51713.320557,64091.521729,65579.913574,12654.339819,21772.274600,18643.806152,41285.063721,50641.500977,64920.872070,67774.794189,12437.486528,50854.710087,40476.733887,87202.923340,128627.408203,139507.981201,139507.981201,29234.220978,4457.886565,4231.658936,7083.214355,8090.112549,9905.755127,12027.648193,1939.395287,8342.561017,7763.495361,14322.814209,15970.722412,19695.301514,28043.604004,4212.677558,13920.498313,12840.932129,23577.762939,28355.980469,33063.988770,36156.687012,6764.079886,6245.342801,6050.391846,9123.992188,10338.542725,12083.917480,16753.347412,2268.900882
1818,3000,5128259.369000,8258.340107,6121.375244,15278.094727,21453.562012,42314.018555,117368.094238,7553.717763,6751.588680,6113.305420,11420.991211,12889.379395,15302.507324,17862.312988,3268.372928,17309.722248,14294.143311,29756.393066,44071.127441,48646.613525,48683.940674,10168.146169,18968.246163,16384.347412,29735.408936,40179.518555,49396.052246,50647.705566,9369.002077,44132.337954,35896.193359,66982.249268,114317.704834,117368.094238,117368.094238,22829.467964,4212.556663,3949.720703,6780.254150,7594.140381,9809.720215,11528.305664,1870.649612,7723.452237,6968.335449,13360.003906,15108.001709,17636.236572,21469.922363,3843.075199,12399.484456,11405.489258,20476.403076,22406.745850,29446.758057,32937.461670,5636.148813,6017.543698,5719.679199,9341.296387,10419.436035,12144.343262,12709.778564,2219.690569
